"","WorldID","spines","no_spines","extinct","extant","plant_richness","MeanTemp","legthDry","meanBA","continent","country","perc_spines","perc_no_spines"
"1375",16788,1,8,9,0,9,22.4199064314771,1.6875,0.007738766,"AF","Madagascar",0.111111111111111,0.888888888888889
"1376",16854,2,9,0,1,11,23.2554506201322,12,0.00768404,"OC","Australia",0.181818181818182,0.818181818181818
"1377",16855,0,6,0,1,6,25.2367771987201,12,0.022189436,"OC","Australia",0,1
"1380",16858,1,12,0,1,13,25.2769302905011,11.875,0.006933266,"OC","Australia",0.0769230769230769,0.923076923076923
"1382",16860,0,7,0,1,7,25.2454761599197,11.6,0.07443528,"OC","Australia",0,1
"1384",16862,1,24,0,1,25,25.3803571937847,11,0.062117287,"OC","Australia",0.04,0.96
"1386",16864,0,18,0,1,18,26.3117090831808,11.825,0.068480842,"OC","Australia",0,1
"1387",16865,0,4,0,1,4,25.9425850292452,12,0.078793147,"OC","Australia",0,1
"1388",16866,0,4,0,1,4,26.0810373393857,12,0.099146243,"OC","Australia",0,1
"1390",16868,1,6,0,1,7,24.9813520833749,12,0.064103511,"OC","Australia",0.142857142857143,0.857142857142857
"1391",16869,1,12,0,1,13,24.9179506992807,12,0.046792811,"OC","Australia",0.0769230769230769,0.923076923076923
"1392",16870,0,28,0,1,28,24.892108863876,12,0.068520899,"OC","Australia",0,1
"1393",16871,1,13,0,1,14,24.092738104191,12,0.074651936,"OC","Australia",0.0714285714285714,0.928571428571429
"1394",16872,0,4,0,1,4,23.4004080733474,12,0.039148765,"OC","Australia",0,1
"1395",16873,1,12,0,1,13,23.1923384350173,12,0.02824174,"OC","Australia",0.0769230769230769,0.923076923076923
"1396",16874,0,12,0,1,12,22.1679846914447,12,0.003323575,"OC","Australia",0,1
"1397",16875,0,5,0,1,5,22.1516071478526,12,0.011570318,"OC","Australia",0,1
"1398",16876,2,24,0,1,26,22.8807653996409,12,0.011875911,"OC","Australia",0.0769230769230769,0.923076923076923
"1399",16877,0,5,0,1,5,23.8939625086428,12,0.035757401,"OC","Australia",0,1
"1403",16881,1,5,0,1,6,24.529268745338,12,0.003236608,"OC","Australia",0.166666666666667,0.833333333333333
"1404",16882,0,4,0,1,4,24.7226361185515,12,NA,"OC","Australia",0,1
"1406",16884,3,18,0,2,21,24.0151702131544,12,0.000383707,"OC","Australia",0.142857142857143,0.857142857142857
"1409",16887,1,35,6,2,36,22.2708248336299,10.4,0.020070277,"OC","Australia",0.0277777777777778,0.972222222222222
"1413",16891,1,12,13,3,13,22.363903069334,7.65,0.015970893,"OC","Australia",0.0769230769230769,0.923076923076923
"1421",17035,2,2,8,1,4,9.26582482959948,8.0375,NA,"AM","Argentina",0.5,0.5
"1424",17038,30,6,30,1,36,24.0584181725573,7.95,0.000216593,"AM","Argentina",0.833333333333333,0.166666666666667
"1425",17039,9,1,30,1,10,24.1555693676683,8,0.000566076,"AM","Paraguay",0.9,0.1
"1427",17041,14,1,30,1,15,24.4896854655272,6.925,0.005073727,"AM","Paraguay",0.933333333333333,0.0666666666666667
"1428",17042,4,0,32,1,4,24.5865220410483,5.5125,0.040011615,"AM","Paraguay",1,0
"1429",17043,4,2,32,1,6,24.4036054184648,4.2625,0.161450836,"AM","Brazil",0.666666666666667,0.333333333333333
"1430",17044,0,4,26,1,4,23.6284268894974,3.7875,0.017395332,"AM","Brazil",0,1
"1431",17045,0,24,29,0,24,22.5052040737502,3.2625,0.001763283,"AM","Brazil",0,1
"1432",17046,3,11,29,0,14,23.6439795696816,4.25,0.000605926,"AM","Brazil",0.214285714285714,0.785714285714286
"1433",17047,4,7,29,0,11,23.8763945420583,4.3625,0.004495596,"AM","Brazil",0.363636363636364,0.636363636363636
"1434",17048,5,7,28,1,12,23.9052891126295,4.5375,0.007546644,"AM","Brazil",0.416666666666667,0.583333333333333
"1435",17049,3,15,28,1,18,23.4199149655647,5.7125,0.025884994,"AM","Brazil",0.166666666666667,0.833333333333333
"1436",17050,4,8,28,1,12,22.9589030690745,6,0.023177645,"AM","Brazil",0.333333333333333,0.666666666666667
"1439",17053,1,4,29,0,5,21.6554846922557,6,0.037091685,"AM","Brazil",0.2,0.8
"1441",17055,1,18,28,0,19,19.5929506770608,5.975,0.002388785,"AM","Brazil",0.0526315789473684,0.947368421052632
"1442",17056,2,7,21,0,9,18.7022619033346,5.5625,0.00182148,"AM","Brazil",0.222222222222222,0.777777777777778
"1443",17057,1,7,21,0,8,20.7242602004486,5.7625,0.002637229,"AM","Brazil",0.125,0.875
"1444",17058,3,10,21,0,13,20.7928316325557,5.475,0.002308255,"AM","Brazil",0.230769230769231,0.769230769230769
"1445",17059,1,3,21,0,4,23.5231973796475,7.15,0.004946932,"AM","Brazil",0.25,0.75
"1449",17116,5,1,4,8,6,21.508971045293,12,0.003820334,"AF","Namibia",0.833333333333333,0.166666666666667
"1451",17118,4,2,6,8,6,19.3831973071001,11.525,0.007000799,"AF","Namibia",0.666666666666667,0.333333333333333
"1452",17119,5,0,4,8,5,19.8924064876271,12,0.014943392,"AF","Namibia",1,0
"1453",17120,4,0,4,8,4,20.3171937702464,12,0.000509732,"AF","Botswana",1,0
"1457",17124,4,0,8,5,4,22.406097010366,12,0.125854427,"AF","Botswana",1,0
"1461",17128,4,1,7,10,5,21.5005101992159,12,0.005160061,"AF","Botswana",0.8,0.2
"1462",17129,6,0,5,13,6,22.6611649678678,12,0.00377275,"AF","Botswana",1,0
"1463",17130,9,0,5,13,9,23.2147789299894,12,0.000112665,"AF","Botswana",1,0
"1465",17132,9,0,5,14,9,23.5340561083385,10.4125,0.03626723,"AF","Mozambique",1,0
"1467",17134,1,3,6,11,4,24.5102381508367,9,0.027619174,"AF","Mozambique",0.25,0.75
"1468",17135,3,3,6,11,6,23.6856292085583,8.425,0.016509282,"AF","Mozambique",0.5,0.5
"1471",17145,2,3,6,0,5,24.1548299244472,8.7875,0.058793253,"AF","Madagascar",0.4,0.6
"1472",17146,4,3,6,0,7,22.427500002887,7.7375,0.027827906,"AF","Madagascar",0.571428571428571,0.428571428571429
"1477",17215,5,13,0,1,18,25.0798979911674,12,0.008464439,"OC","Australia",0.277777777777778,0.722222222222222
"1479",17217,3,28,0,1,31,26.0364880693202,11.05,0.10250758,"OC","Australia",0.0967741935483871,0.903225806451613
"1480",17218,1,4,0,1,5,25.2533503175593,11.0375,0.11937595,"OC","Australia",0.2,0.8
"1481",17219,2,11,0,1,13,25.8807993403908,10.6125,0.076559326,"OC","Australia",0.153846153846154,0.846153846153846
"1483",17221,0,4,0,1,4,26.0143537475949,11,0.091811418,"OC","Australia",0,1
"1484",17222,2,18,0,1,20,26.2364115408489,11,0.076467955,"OC","Australia",0.1,0.9
"1486",17224,0,5,0,1,5,26.5678145637318,11.1,0.086010054,"OC","Australia",0,1
"1487",17225,0,7,0,1,7,26.4159693983947,11.475,0.070212185,"OC","Australia",0,1
"1488",17226,0,9,0,1,9,26.2766836408044,11.7125,0.068527154,"OC","Australia",0,1
"1492",17230,0,16,0,1,16,25.5960119779418,11.9875,0.056410426,"OC","Australia",0,1
"1494",17232,1,6,0,1,7,23.8491496572689,12,0.03780795,"OC","Australia",0.142857142857143,0.857142857142857
"1496",17234,0,9,0,1,9,22.5561309846891,12,0.024887645,"OC","Australia",0,1
"1498",17236,0,6,0,1,6,23.316343494824,12,0.019093635,"OC","Australia",0,1
"1503",17241,1,18,0,1,19,24.5188349365377,11.9875,0.017095494,"OC","Australia",0.0526315789473684,0.947368421052632
"1504",17242,0,9,0,1,9,24.8057569138858,11.65,0.001700422,"OC","Australia",0,1
"1505",17243,1,9,0,1,10,24.8119388017525,11.4,0.000278996,"OC","Australia",0.1,0.9
"1506",17244,1,7,0,1,8,24.3213860610715,11.9125,NA,"OC","Australia",0.125,0.875
"1507",17245,3,20,0,2,23,24.0856121287054,11.5625,0.004072847,"OC","Australia",0.130434782608696,0.869565217391304
"1508",17246,0,4,0,2,4,23.2543621906618,10.7625,0.034661951,"OC","Australia",0,1
"1525",17396,10,7,29,1,17,15.1744759280247,8.0625,0.001830117,"AM","Bolivia",0.588235294117647,0.411764705882353
"1528",17399,14,3,31,1,17,24.4770018764378,7.9375,0.002847467,"AM","Paraguay",0.823529411764706,0.176470588235294
"1529",17400,5,0,30,1,5,24.9264175143029,7.15,0.002008546,"AM","Paraguay",1,0
"1530",17401,10,2,32,1,12,25.0703694736835,6.9625,0.008520995,"AM","Paraguay",0.833333333333333,0.166666666666667
"1531",17402,3,1,32,1,4,25.0350085165083,5.9625,0.10830222,"AM","Paraguay",0.75,0.25
"1534",17405,9,7,27,0,16,23.5528436283885,3.875,0.016480199,"AM","Brazil",0.5625,0.4375
"1535",17406,3,5,29,0,8,23.7275687098093,5.0125,0.002375649,"AM","Brazil",0.375,0.625
"1536",17407,1,6,29,0,7,24.1183333298595,5.725,0.005308465,"AM","Brazil",0.142857142857143,0.857142857142857
"1537",17408,2,8,29,0,10,24.2335223356883,5.9125,0.004134239,"AM","Brazil",0.2,0.8
"1538",17409,7,13,29,0,20,24.3266323261654,6.0125,0.026828875,"AM","Brazil",0.35,0.65
"1539",17410,1,14,29,0,15,23.9411597866373,6,0.053951113,"AM","Brazil",0.0666666666666667,0.933333333333333
"1543",17414,5,18,28,1,23,20.6350257662154,5.9,0.002885206,"AM","Brazil",0.217391304347826,0.782608695652174
"1544",17415,3,18,28,1,21,20.764029199397,6,0.001056059,"AM","Brazil",0.142857142857143,0.857142857142857
"1545",17416,1,5,28,0,6,19.68217354296,6,0.000643685,"AM","Brazil",0.166666666666667,0.833333333333333
"1546",17417,8,37,21,0,45,20.0918728446633,6,5.98e-05,"AM","Brazil",0.177777777777778,0.822222222222222
"1547",17418,5,27,21,0,32,22.4971907197815,6.05,0.000236108,"AM","Brazil",0.15625,0.84375
"1548",17419,2,6,21,0,8,23.1380498029112,6.45,0.002636941,"AM","Brazil",0.25,0.75
"1553",17477,6,0,7,8,6,20.897113424642,11.275,0.004840376,"AF","Namibia",1,0
"1554",17478,5,1,8,8,6,20.9947251201905,11.9625,0.000559579,"AF","Namibia",0.833333333333333,0.166666666666667
"1557",17481,4,2,8,5,6,21.7312285524873,11.0125,0.023853844,"AF","Botswana",0.666666666666667,0.333333333333333
"1558",17482,4,1,7,6,5,22.0493728729458,10.5625,0.091188977,"AF","Botswana",0.8,0.2
"1560",17484,5,0,6,9,5,22.5092784550591,11.9125,0.165707342,"AF","Botswana",1,0
"1561",17485,6,0,6,9,6,22.9132817084847,11.9375,0.01735574,"AF","Botswana",1,0
"1562",17486,8,2,8,7,10,22.4502577045939,11.7875,0.018364787,"AF","Botswana",0.8,0.2
"1564",17488,6,2,7,10,8,21.474570448374,11.675,0.008617805,"AF","Botswana",0.75,0.25
"1565",17489,4,0,7,10,4,21.5886168453702,11.8375,0.000895306,"AF","Botswana",1,0
"1566",17490,6,0,6,12,6,21.7195618686807,11.65,0.02590463,"AF","Zimbabwe",1,0
"1568",17492,4,0,5,14,4,23.4611254388934,9.65,0.026529196,"AF","Zimbabwe",1,0
"1572",17496,3,2,7,9,5,24.6486941614512,8,0.00702054,"AF","Mozambique",0.6,0.4
"1574",17505,2,5,6,0,7,24.9840635915802,8.85,0.058898865,"AF","Madagascar",0.285714285714286,0.714285714285714
"1575",17506,2,6,6,0,8,23.7000000032772,7.5125,0.025544514,"AF","Madagascar",0.25,0.75
"1579",17576,1,16,0,1,17,25.4186513369845,12,0.014735009,"OC","Australia",0.0588235294117647,0.941176470588235
"1581",17578,1,3,0,1,4,27.0818299108354,11.0125,0.083405418,"OC","Australia",0.25,0.75
"1583",17580,0,7,0,1,7,26.9964433230895,11,0.087412368,"OC","Australia",0,1
"1585",17582,2,19,0,1,21,26.8438574219078,11,0.079660134,"OC","Australia",0.0952380952380952,0.904761904761905
"1586",17583,0,12,0,1,12,26.7736425576751,11,0.073429613,"OC","Australia",0,1
"1587",17584,0,5,0,1,5,26.8214347237984,11,0.13004228,"OC","Australia",0,1
"1593",17590,0,22,0,1,22,25.9328779756408,11.175,0.112697155,"OC","Australia",0,1
"1594",17591,0,5,0,1,5,25.5835480945626,11.55,0.147879683,"OC","Australia",0,1
"1596",17593,1,13,0,1,14,24.1757302282602,11.9875,0.074835918,"OC","Australia",0.0714285714285714,0.928571428571429
"1597",17594,0,8,0,1,8,23.7126460535829,12,0.050228403,"OC","Australia",0,1
"1599",17596,0,4,0,1,4,24.1886168412736,12,0.052003875,"OC","Australia",0,1
"1603",17600,1,5,0,1,6,24.629707946974,11.3125,0.024863463,"OC","Australia",0.166666666666667,0.833333333333333
"1605",17602,1,10,0,1,11,25.2618384954446,10.825,0.000351713,"OC","Australia",0.0909090909090909,0.909090909090909
"1607",17604,0,8,0,1,8,24.7111168946597,11.0625,NA,"OC","Australia",0,1
"1608",17605,0,4,0,2,4,23.9790120668837,10.875,0.006524357,"OC","Australia",0,1
"1610",17607,0,5,13,3,5,23.4775172091022,10,0.007811876,"OC","Australia",0,1
"1611",17608,1,23,15,3,24,23.0128607720444,10,0.018576233,"OC","Australia",0.0416666666666667,0.958333333333333
"1612",17609,0,7,15,3,7,21.1602405402259,8.0375,0.021284625,"OC","Australia",0,1
"1613",17610,0,4,12,3,4,23.0614518827589,6,0.000402977,"OC","Australia",0,1
"1619",17751,4,0,3,0,4,17.0063573832928,12,NA,"AM","Chile",1,0
"1623",17755,4,0,6,0,4,12.5553951759928,9.3625,NA,"AM","Bolivia",1,0
"1624",17756,7,7,24,1,14,14.7352147711102,7.525,0.001016258,"AM","Bolivia",0.5,0.5
"1625",17757,23,11,31,2,34,20.274424399625,7.525,4.63e-05,"AM","Bolivia",0.676470588235294,0.323529411764706
"1626",17758,14,2,31,2,16,23.7202920862899,8,0.001021942,"AM","Bolivia",0.875,0.125
"1627",17759,18,4,31,1,22,24.6374312728541,7.75,0.001275408,"AM","Bolivia",0.818181818181818,0.181818181818182
"1629",17761,10,1,32,1,11,25.5838914899072,7,0.002444415,"AM","Paraguay",0.909090909090909,0.0909090909090909
"1630",17762,9,3,26,1,12,25.3892098729963,6.275,0.047076976,"AM","Bolivia",0.75,0.25
"1632",17764,12,15,25,1,27,24.2159278751649,5.175,0.025127439,"AM","Brazil",0.444444444444444,0.555555555555556
"1634",17766,2,3,27,0,5,23.6693728555109,5.7,0.001076548,"AM","Brazil",0.4,0.6
"1635",17767,6,2,29,0,8,24.0420704540108,5.975,0.000758997,"AM","Brazil",0.75,0.25
"1636",17768,2,3,29,0,5,24.4722251099,6,0.00375435,"AM","Brazil",0.4,0.6
"1638",17770,5,12,29,0,17,24.338410626572,6,0.007342756,"AM","Brazil",0.294117647058824,0.705882352941177
"1640",17772,4,10,29,0,14,23.9201890190033,6,0.050977144,"AM","Brazil",0.285714285714286,0.714285714285714
"1641",17773,8,16,29,0,24,22.1136683839293,6,0.019826104,"AM","Brazil",0.333333333333333,0.666666666666667
"1645",17777,2,15,18,0,17,20.0245704431304,6,0.000249288,"AM","Brazil",0.117647058823529,0.88235294117647
"1646",17778,1,6,21,0,7,20.9919329966057,6.175,0.000923952,"AM","Brazil",0.142857142857143,0.857142857142857
"1647",17779,2,7,21,0,9,20.5876116829639,5.6,0.001327843,"AM","Brazil",0.222222222222222,0.777777777777778
"1650",17835,3,1,5,9,4,22.5613745505867,12,0.00254159,"AF","Namibia",0.75,0.25
"1652",17837,2,2,7,8,4,21.1303178616815,10.2125,0.007747388,"AF","Namibia",0.5,0.5
"1653",17838,5,0,7,8,5,20.9140034554341,11.2,0.000451021,"AF","Namibia",1,0
"1658",17843,6,1,4,13,7,23.2251804971203,11,0.044397055,"AF","Botswana",0.857142857142857,0.142857142857143
"1659",17844,6,1,4,13,7,22.9924913852076,11.0375,0.093620758,"AF","Botswana",0.857142857142857,0.142857142857143
"1662",17847,4,2,6,11,6,22.7352405387511,11.125,0.011038057,"AF","Botswana",0.666666666666667,0.333333333333333
"1664",17849,8,0,7,10,8,19.5433934606637,9.625,0.021885505,"AF","Zimbabwe",1,0
"1665",17850,9,0,8,9,9,19.8950515450481,9.725,0.010323547,"AF","Zimbabwe",1,0
"1666",17851,8,3,9,9,11,20.6696993106829,8.9875,0.000779483,"AF","Zimbabwe",0.727272727272727,0.272727272727273
"1667",17852,10,1,7,12,11,21.3611082668567,8.9125,0.050174342,"AF","Zimbabwe",0.909090909090909,0.0909090909090909
"1669",17854,1,7,6,11,8,23.418393443786,7.9,0.050175878,"AF","Mozambique",0.125,0.875
"1673",17865,3,2,5,0,5,25.6017439489922,8.65,0.005755995,"AF","Madagascar",0.6,0.4
"1674",17866,2,4,5,0,6,24.4323281720742,7.45,0.026270025,"AF","Madagascar",0.333333333333333,0.666666666666667
"1675",17867,1,3,11,0,4,19.1260223303464,6.925,0.080979452,"AF","Madagascar",0.25,0.75
"1679",17936,2,6,0,1,8,25.0530497618148,12,NA,"OC","Australia",0.25,0.75
"1680",17937,1,3,0,1,4,25.5630498969678,12,0.010863159,"OC","Australia",0.25,0.75
"1682",17939,1,5,0,1,6,26.6212457496276,11.125,0.032374406,"OC","Australia",0.166666666666667,0.833333333333333
"1683",17940,0,5,0,1,5,27.1946906143857,11,0.097814991,"OC","Australia",0,1
"1684",17941,3,23,0,1,26,27.1684879011305,10.8125,0.157565386,"OC","Australia",0.115384615384615,0.884615384615385
"1686",17943,0,10,0,1,10,27.0778093029953,10.95,0.091298067,"OC","Australia",0,1
"1687",17944,0,4,0,1,4,26.9269932238916,10.725,0.153283293,"OC","Australia",0,1
"1690",17947,0,6,0,1,6,26.9232302249502,10.725,0.097434283,"OC","Australia",0,1
"1692",17949,0,4,0,1,4,26.2150000621363,10.5375,0.107181802,"OC","Australia",0,1
"1693",17950,0,4,0,1,4,26.0922508131597,10.3,0.148710286,"OC","Australia",0,1
"1694",17951,0,4,0,1,4,25.986589356878,10.95,0.191792828,"OC","Australia",0,1
"1696",17953,1,16,0,1,17,25.4280154046324,11.1125,0.095470197,"OC","Australia",0.0588235294117647,0.941176470588235
"1697",17954,0,9,0,1,9,25.5579209773401,11.1375,0.109542314,"OC","Australia",0,1
"1698",17955,0,15,0,1,15,25.1227921127044,11.8375,0.108693677,"OC","Australia",0,1
"1699",17956,0,21,0,1,21,25.4925000302161,11.5375,0.104831481,"OC","Australia",0,1
"1701",17958,2,16,0,1,18,25.3073885134405,11.8625,0.075395747,"OC","Australia",0.111111111111111,0.888888888888889
"1703",17960,0,21,0,1,21,25.160266347931,10.175,0.034488699,"OC","Australia",0,1
"1704",17961,0,4,0,1,4,25.9509964690585,10,0.004781825,"OC","Australia",0,1
"1705",17962,2,11,0,1,13,25.9859449332522,10.1125,0.000349449,"OC","Australia",0.153846153846154,0.846153846153846
"1706",17963,3,11,0,1,14,25.6846820791972,10.2375,0.005152814,"OC","Australia",0.214285714285714,0.785714285714286
"1708",17965,0,16,0,2,16,22.6619759297453,10.0125,0.010334034,"OC","Australia",0,1
"1709",17966,0,19,9,3,19,22.4973110289098,9.9875,0.037195877,"OC","Australia",0,1
"1710",17967,0,5,15,3,5,23.3611254075958,9.9625,0.010770853,"OC","Australia",0,1
"1711",17968,2,29,15,3,31,23.1506271691666,9.4875,0.009931403,"OC","Australia",0.0645161290322581,0.935483870967742
"1712",17969,0,9,12,3,9,22.6418556226488,7.1625,0.00673587,"OC","Australia",0,1
"1713",17970,1,9,0,0,10,23.8345189866331,5.775,0.000408798,"OC","Australia",0.1,0.9
"1723",18116,8,12,14,1,20,14.2715190892418,8.15,4.22e-05,"AM","Bolivia",0.4,0.6
"1725",18118,20,4,32,2,24,23.9128646127052,7.95,NA,"AM","Bolivia",0.833333333333333,0.166666666666667
"1726",18119,30,2,34,2,32,24.6733508032229,7.3,NA,"AM","Bolivia",0.9375,0.0625
"1727",18120,28,4,32,1,32,25.4001040294766,6.9875,0.000493851,"AM","Bolivia",0.875,0.125
"1728",18121,6,2,26,1,8,25.5864323031571,6.8875,0.004628874,"AM","Bolivia",0.75,0.25
"1729",18122,6,3,26,1,9,25.6273264750838,6.75,0.014886118,"AM","Bolivia",0.666666666666667,0.333333333333333
"1731",18124,8,13,25,1,21,25.5623438707656,6.6375,0.031013597,"AM","Brazil",0.380952380952381,0.619047619047619
"1732",18125,9,8,25,1,17,25.3782031441728,5.4875,0.036756275,"AM","Brazil",0.529411764705882,0.470588235294118
"1733",18126,8,6,26,0,14,24.081762152248,5.625,0.002108253,"AM","Brazil",0.571428571428571,0.428571428571429
"1736",18129,5,13,29,0,18,24.3567187367214,5.9875,0.001787663,"AM","Brazil",0.277777777777778,0.722222222222222
"1737",18130,3,11,29,0,14,24.8356770907839,6.075,0.009383531,"AM","Brazil",0.214285714285714,0.785714285714286
"1740",18133,2,15,29,0,17,21.6291232602464,5.9,0.007403105,"AM","Brazil",0.117647058823529,0.88235294117647
"1741",18134,2,15,29,0,17,20.4375260323286,5.775,0.006021038,"AM","Brazil",0.117647058823529,0.88235294117647
"1742",18135,1,11,29,0,12,22.231814228495,6.025,0.001175342,"AM","Brazil",0.0833333333333333,0.916666666666667
"1744",18137,1,20,18,0,21,20.9382031227979,6.1625,0.002158685,"AM","Brazil",0.0476190476190476,0.952380952380952
"1745",18138,0,6,21,0,6,22.4069791800446,6.35,0.001632797,"AM","Brazil",0,1
"1746",18139,9,32,21,0,41,22.7483246488704,6.675,0.000551399,"AM","Brazil",0.219512195121951,0.780487804878049
"1747",18140,1,10,21,0,11,23.3150260160367,5.8875,0.000645367,"AM","Brazil",0.0909090909090909,0.909090909090909
"1755",18199,6,2,7,7,8,21.7576475931538,10.275,0.010520557,"AF","Namibia",0.75,0.25
"1757",18201,10,6,4,9,16,22.0433334029383,10.0625,0.163140022,"AF","Botswana",0.625,0.375
"1759",18203,3,3,4,12,6,23.2832900575466,10.6,0.082318014,"AF","Botswana",0.5,0.5
"1760",18204,7,2,4,12,9,23.3169186580512,10.8,0.102808518,"AF","Botswana",0.777777777777778,0.222222222222222
"1763",18207,20,0,5,14,20,22.9014496145977,10.425,0.127085135,"AF","Botswana",1,0
"1764",18208,4,0,5,13,4,22.1373436922828,10.0125,0.051753919,"AF","Botswana",1,0
"1765",18209,9,0,8,9,9,20.6883246554269,9.7625,0.141539999,"AF","Zimbabwe",1,0
"1767",18211,4,1,9,9,5,18.9807117948929,8.8625,0.026010549,"AF","Zimbabwe",0.8,0.2
"1768",18212,6,0,9,9,6,19.3421961839,8.8875,0.005987646,"AF","Zimbabwe",1,0
"1770",18214,2,16,6,10,18,22.382395863533,7.5625,0.146350948,"AF","Mozambique",0.111111111111111,0.888888888888889
"1771",18215,2,6,4,13,8,24.2407553354899,7.6625,0.117447255,"AF","Mozambique",0.25,0.75
"1773",18225,3,7,5,0,10,25.8930470913649,8.4,0.012367418,"AF","Madagascar",0.3,0.7
"1774",18226,2,2,5,0,4,24.529288202193,7.0875,0.027942292,"AF","Madagascar",0.5,0.5
"1777",18229,1,3,7,0,4,21.5549566114114,2.0625,0.000826483,"AF","Madagascar",0.25,0.75
"1778",18300,0,9,0,1,9,26.2711803442902,10.85,0.001282731,"OC","Australia",0,1
"1780",18302,0,18,0,1,18,27.0781597241759,9.7875,0.111468523,"OC","Australia",0,1
"1782",18304,0,6,0,1,6,27.4340104315016,10,0.143998515,"OC","Australia",0,1
"1783",18305,0,10,0,1,10,27.5813021505872,9.9875,0.111835088,"OC","Australia",0,1
"1784",18306,0,10,0,1,10,27.8688020411465,9.7625,0.140631565,"OC","Australia",0,1
"1786",18308,2,24,0,1,26,27.0443054861493,10.05,0.132471173,"OC","Australia",0.0769230769230769,0.923076923076923
"1787",18309,0,18,0,1,18,26.6022656106287,10,0.171145844,"OC","Australia",0,1
"1788",18310,0,12,0,1,12,26.1085677281022,10,0.236221639,"OC","Australia",0,1
"1789",18311,2,20,0,1,22,26.258637110889,10,0.19292324,"OC","Australia",0.0909090909090909,0.909090909090909
"1790",18312,1,13,0,1,14,26.4057811566525,10.075,0.136192524,"OC","Australia",0.0714285714285714,0.928571428571429
"1791",18313,0,8,0,1,8,26.3193488326338,10.075,0.164671316,"OC","Australia",0,1
"1792",18314,1,18,0,1,19,26.3262152708239,10.025,0.155829507,"OC","Australia",0.0526315789473684,0.947368421052632
"1793",18315,0,13,0,1,13,25.9433073318667,10.0375,0.117902814,"OC","Australia",0,1
"1795",18317,0,4,0,1,4,25.811293311086,11,0.02590449,"OC","Australia",0,1
"1800",18322,2,11,0,1,13,26.4947916810711,9.7375,0.034828793,"OC","Australia",0.153846153846154,0.846153846153846
"1804",18326,3,22,15,3,25,22.6425433627433,9.9625,0.025013909,"OC","Australia",0.12,0.88
"1813",18471,2,2,5,1,4,10.4067187476117,10.825,NA,"AM","Bolivia",0.5,0.5
"1819",18477,20,14,26,1,34,21.4922569673922,6.875,0.004902591,"AM","Bolivia",0.588235294117647,0.411764705882353
"1820",18478,17,5,30,2,22,24.5327685758472,7,0.000108514,"AM","Bolivia",0.772727272727273,0.227272727272727
"1822",18480,13,2,27,1,15,24.7648958038953,6.9875,0.003185076,"AM","Bolivia",0.866666666666667,0.133333333333333
"1823",18481,3,2,27,0,5,25.1110590214531,6.55,0.002807955,"AM","Bolivia",0.6,0.4
"1824",18482,9,4,27,0,13,25.7335591554642,6.8875,0.000131591,"AM","Bolivia",0.692307692307692,0.307692307692308
"1825",18483,14,16,25,1,30,25.708315949142,7.0875,0.057463794,"AM","Bolivia",0.466666666666667,0.533333333333333
"1826",18484,9,16,25,1,25,26.0216143717368,7,0.006117675,"AM","Brazil",0.36,0.64
"1827",18485,6,3,25,1,9,25.9779684681031,6.275,0.019598308,"AM","Brazil",0.666666666666667,0.333333333333333
"1829",18487,4,3,26,0,7,24.0800000035101,5.7625,0.001057077,"AM","Brazil",0.571428571428571,0.428571428571429
"1830",18488,3,12,26,0,15,23.2702170049151,5.5,0.001609933,"AM","Brazil",0.2,0.8
"1831",18489,5,3,29,0,8,24.1718750049671,5.75,0.00175537,"AM","Brazil",0.625,0.375
"1832",18490,5,14,29,0,19,24.7545572953092,5.9875,0.001741352,"AM","Brazil",0.263157894736842,0.736842105263158
"1833",18491,13,19,29,0,32,24.3758593738079,6,0.000454923,"AM","Brazil",0.40625,0.59375
"1836",18494,1,21,29,0,22,21.1959548643894,6,0.000706824,"AM","Brazil",0.0454545454545455,0.954545454545455
"1837",18495,2,11,29,0,13,22.7881250143051,6.425,0.002030291,"AM","Brazil",0.153846153846154,0.846153846153846
"1838",18496,6,13,18,0,19,23.002309031619,6.6875,0.001345229,"AM","Brazil",0.31578947368421,0.68421052631579
"1839",18497,1,13,16,0,14,20.880442700949,6.1,0.000619826,"AM","Brazil",0.0714285714285714,0.928571428571429
"1841",18499,2,20,21,0,22,24.0144444379542,6.975,0.005110427,"AM","Brazil",0.0909090909090909,0.909090909090909
"1842",18500,1,8,21,0,9,23.822291597724,6.575,0.000553617,"AM","Brazil",0.111111111111111,0.888888888888889
"1845",18554,4,0,5,11,4,21.6007031041715,11.6375,0.00311825,"AF","Namibia",1,0
"1846",18555,3,1,5,11,4,22.3340972572565,12,0.058069838,"AF","Namibia",0.75,0.25
"1849",18558,6,2,5,10,8,22.9018055432373,10.0625,0.00216583,"AF","Namibia",0.75,0.25
"1855",18564,10,4,4,13,14,23.3136373955343,10.0375,0.10958591,"AF","Botswana",0.714285714285714,0.285714285714286
"1857",18566,2,4,4,14,6,22.3753906524844,9.1875,0.028944024,"AF","Botswana",0.333333333333333,0.666666666666667
"1860",18569,4,0,8,9,4,21.2129253351026,8.9875,0.005460179,"AF","Zimbabwe",1,0
"1864",18573,4,0,9,8,4,18.8929861029817,7.95,0.003442319,"AF","Mozambique",1,0
"1866",18575,2,12,5,13,14,23.9189150065184,7.625,0.150484194,"AF","Mozambique",0.142857142857143,0.857142857142857
