"","WorldID","spines","no_spines","extinct","extant","plant_richness","MeanTemp","legthDry","meanBA","continent","country","perc_spines","perc_no_spines"
"2880",22788,0,4,11,0,4,24.6653351217076,4.475,NA,"AM","Brazil",0,1
"2882",22790,2,8,11,0,10,24.9660689105158,5,0.000565449,"AM","Brazil",0.2,0.8
"2883",22791,3,23,12,0,26,25.0829164520554,4.6625,0.000155209,"AM","Brazil",0.115384615384615,0.884615384615385
"2884",22792,5,26,12,0,31,25.2115036261254,3.35,0.002594713,"AM","Brazil",0.161290322580645,0.838709677419355
"2885",22793,4,13,12,0,17,25.4399821036104,4.4375,0.007001092,"AM","Brazil",0.235294117647059,0.764705882352941
"2886",22794,0,8,14,0,8,25.4980525077253,4.0875,0.009726818,"AM","Bolivia",0,1
"2887",22795,0,4,15,0,4,25.582789817582,4.3125,0.001835429,"AM","Bolivia",0,1
"2888",22796,0,16,15,0,16,25.7887681288996,3.7375,0.011777239,"AM","Brazil",0,1
"2889",22797,2,19,15,0,21,25.8265671833702,3.05,0.007281017,"AM","Brazil",0.0952380952380952,0.904761904761905
"2890",22798,2,9,15,0,11,25.7247101612713,3.3125,0.036278613,"AM","Brazil",0.181818181818182,0.818181818181818
"2891",22799,1,15,19,0,16,25.6713041340095,3.525,0.036766451,"AM","Brazil",0.0625,0.9375
"2894",22802,1,19,23,0,20,25.3959511556487,4.45,0.00163534,"AM","Brazil",0.05,0.95
"2895",22803,3,13,24,0,16,25.1795742912569,4.1375,0.0118324,"AM","Brazil",0.1875,0.8125
"2896",22804,7,36,26,0,43,25.3543297261432,3.975,0.006689172,"AM","Brazil",0.162790697674419,0.837209302325581
"2897",22805,6,33,25,0,39,24.8659782969433,4,0.000209963,"AM","Brazil",0.153846153846154,0.846153846153846
"2900",22808,2,3,26,0,5,25.312219195435,4.575,0.017301745,"AM","Brazil",0.4,0.6
"2902",22810,2,2,26,0,4,26.1336141581121,5,0.084021605,"AM","Brazil",0.5,0.5
"2903",22811,4,9,25,1,13,26.6989129315252,5,0.063624982,"AM","Brazil",0.307692307692308,0.692307692307692
"2904",22812,1,7,26,0,8,26.4580887661464,5,0.030356675,"AM","Brazil",0.125,0.875
"2905",22813,4,13,26,0,17,26.4369655942571,5,0.086533726,"AM","Brazil",0.235294117647059,0.764705882352941
"2906",22814,3,6,26,0,9,25.8403623240581,5.35,0.046935258,"AM","Brazil",0.333333333333333,0.666666666666667
"2907",22815,2,2,26,0,4,25.9104166692582,6.2125,0.063554871,"AM","Brazil",0.5,0.5
"2908",22816,2,8,20,0,10,26.0823912972989,6.95,0.08748775,"AM","Brazil",0.2,0.8
"2909",22817,2,2,20,0,4,25.6962680984234,7.9125,0.013341816,"AM","Brazil",0.5,0.5
"2910",22818,5,7,20,0,12,26.3854529095733,9,4.61e-05,"AM","Brazil",0.416666666666667,0.583333333333333
"2911",22819,3,4,20,0,7,26.271114048405,9.925,2.11e-05,"AM","Brazil",0.428571428571429,0.571428571428571
"2912",22820,8,10,22,0,18,26.4584782983946,11.0125,1.42e-05,"AM","Brazil",0.444444444444444,0.555555555555556
"2913",22821,3,1,22,0,4,26.0282970860384,11.175,2.5e-06,"AM","Brazil",0.75,0.25
"2914",22822,6,5,22,0,11,25.3039492817893,11.7875,0.001312587,"AM","Brazil",0.545454545454545,0.454545454545455
"2915",22823,5,4,16,0,9,26.0525090404179,11.1875,0.005192197,"AM","Brazil",0.555555555555556,0.444444444444444
"2919",22875,1,3,0,5,4,24.7220833190973,5.975,0.008390705,"AF","Angola",0.25,0.75
"2921",22877,0,5,1,6,5,21.8417209993238,5,0.290128167,"AF","Angola",0,1
"2938",22894,12,10,9,11,22,19.732527162545,5.8,0.003573152,"AF","Malawi",0.545454545454545,0.454545454545455
"2959",23145,6,21,8,1,27,23.5940217147703,0.525,0.002770076,"AM","Peru",0.222222222222222,0.777777777777778
"2962",23148,4,22,11,0,26,25.0027717355369,3.675,0.002217925,"AM","Brazil",0.153846153846154,0.846153846153846
"2963",23149,0,16,11,0,16,24.8380345199419,3.475,0.000664422,"AM","Brazil",0,1
"2965",23151,1,12,12,0,13,25.1219562787941,3.9125,0.001248973,"AM","Brazil",0.0769230769230769,0.923076923076923
"2966",23152,1,9,12,0,10,25.2583604645038,3,0.000200735,"AM","Brazil",0.1,0.9
"2967",23153,3,12,12,0,15,25.5177807462388,3.8875,0.000630684,"AM","Brazil",0.2,0.8
"2970",23156,0,4,15,0,4,25.8646378855774,3.0625,0.003171242,"AM","Brazil",0,1
"2976",23162,0,12,19,0,12,25.3691304460816,3.6,0.000268797,"AM","Brazil",0,1
"2980",23166,1,9,25,0,10,24.6779800573985,4.775,0.000225457,"AM","Brazil",0.1,0.9
"2985",23171,1,4,26,0,5,26.7737047713736,5,0.034531023,"AM","Brazil",0.2,0.8
"2987",23173,1,5,26,0,6,26.5033423809038,5,0.110194136,"AM","Brazil",0.166666666666667,0.833333333333333
"2988",23174,4,7,26,0,11,25.7530887785165,5.0125,0.123757643,"AM","Brazil",0.363636363636364,0.636363636363636
"2989",23175,4,11,26,0,15,26.2259782374769,5.85,0.160974832,"AM","Brazil",0.266666666666667,0.733333333333333
"2990",23176,5,7,20,0,12,26.1464764392894,6.8125,0.037063433,"AM","Brazil",0.416666666666667,0.583333333333333
"2991",23177,5,13,20,0,18,25.9829076013703,7.7,0.01005881,"AM","Brazil",0.277777777777778,0.722222222222222
"2993",23179,5,6,20,0,11,26.3744293535965,9.525,0.00047606,"AM","Brazil",0.454545454545455,0.545454545454545
"2995",23181,3,1,22,0,4,26.8910416559897,10.9,0.0009555,"AM","Brazil",0.75,0.25
"2996",23182,4,3,19,0,7,26.3741395129674,10.7625,NA,"AM","Brazil",0.571428571428571,0.428571428571429
"2997",23183,7,6,15,0,13,25.1302536428839,10.875,0.002055459,"AM","Brazil",0.538461538461538,0.461538461538462
"3017",23250,2,3,5,11,5,23.1576177106387,6.7125,0.185581526,"AF","Zambia",0.4,0.6
"3019",23252,3,6,8,12,9,19.8991213361422,6.9,0.029935406,"AF","Zambia",0.333333333333333,0.666666666666667
"3020",23253,4,1,7,13,5,22.1041213719741,7.1875,0.022492963,"AF","Zambia",0.8,0.2
"3039",23346,2,2,0,0,4,24.1284057883249,7.1375,0.002974826,"AS","Indonesia",0.5,0.5
"3042",23361,0,10,0,0,10,26.3726816270662,5.025,7.48e-05,"AS","Indonesia",0,1
"3043",23362,0,6,0,0,6,26.2904077628384,4.9,0.022628759,"OC","Papua New Guinea",0,1
"3044",23363,0,8,0,0,8,26.0824636766876,5.425,0.014240278,"OC","Papua New Guinea",0,1
"3045",23364,0,5,0,0,5,26.2650545132333,5.3375,NA,"OC","Papua New Guinea",0,1
"3053",23502,6,1,4,1,7,13.1042210064288,8.95714285714286,0.001294987,"AM","Peru",0.857142857142857,0.142857142857143
"3055",23504,0,9,11,1,9,20.9946286071038,1.41428571428571,0.000533087,"AM","Peru",0,1
"3057",23506,1,6,11,1,7,25.7770833141562,3.22857142857143,0.001237608,"AM","Peru",0.142857142857143,0.857142857142857
"3058",23507,2,20,11,0,22,25.134202799417,2.7,0.000246004,"AM","Brazil",0.0909090909090909,0.909090909090909
"3061",23510,0,8,12,0,8,25.2003169650617,3.85714285714286,0.000392871,"AM","Brazil",0,1
"3064",23513,0,6,12,0,6,25.5220291094504,3.62857142857143,7.55e-05,"AM","Brazil",0,1
"3066",23515,0,6,15,0,6,25.8200273439504,3.02857142857143,0.000233708,"AM","Brazil",0,1
"3068",23517,0,8,15,0,8,26.0336777598962,3.1,0.007516612,"AM","Brazil",0,1
"3069",23518,3,11,15,0,14,25.9585963734682,3.1,0.003339958,"AM","Brazil",0.214285714285714,0.785714285714286
"3070",23519,1,5,15,0,6,25.8338408388953,3,0.018600465,"AM","Brazil",0.166666666666667,0.833333333333333
"3074",23523,0,5,19,0,5,25.8010416592377,3,0.000109489,"AM","Brazil",0,1
"3076",23525,3,6,21,0,9,25.1777083267336,4.15714285714286,0.0070743,"AM","Brazil",0.333333333333333,0.666666666666667
"3080",23529,1,5,25,0,6,24.7987590535827,4.14285714285714,0.082131419,"AM","Brazil",0.166666666666667,0.833333333333333
"3081",23530,7,2,25,0,9,25.4956612250079,4.78571428571429,0.041092964,"AM","Brazil",0.777777777777778,0.222222222222222
"3082",23531,5,8,25,0,13,26.6418206845505,4.84285714285714,0.034009038,"AM","Brazil",0.384615384615385,0.615384615384615
"3083",23532,2,4,26,0,6,26.3861866111341,4.98571428571429,0.040931904,"AM","Brazil",0.333333333333333,0.666666666666667
"3084",23533,3,9,26,0,12,26.8572463764661,5,0.042153376,"AM","Brazil",0.25,0.75
"3085",23534,3,5,26,0,8,26.4723007387009,5.05714285714286,0.09674522,"AM","Brazil",0.375,0.625
"3086",23535,2,2,26,0,4,26.5399999957154,5.84285714285714,0.058679821,"AM","Brazil",0.5,0.5
"3088",23537,7,11,20,0,18,26.8261775459068,6.55714285714286,0.019608767,"AM","Brazil",0.388888888888889,0.611111111111111
"3089",23538,6,9,20,0,15,27.6681884198949,8.2,0.007140248,"AM","Brazil",0.4,0.6
"3090",23539,8,3,20,0,11,27.6055525168129,8.71428571428571,0.00524872,"AM","Brazil",0.727272727272727,0.272727272727273
"3091",23540,11,7,19,0,18,25.9319293452346,9.42857142857143,0.003547778,"AM","Brazil",0.611111111111111,0.388888888888889
"3092",23541,2,5,16,0,7,26.3170652373977,8.75714285714286,0.003628275,"AM","Brazil",0.285714285714286,0.714285714285714
"3093",23542,4,4,16,0,8,26.054646756338,8.58571428571429,0.000337136,"AM","Brazil",0.5,0.5
"3094",23543,5,4,15,0,9,25.4234691827194,9.6,0.046737681,"AM","Brazil",0.555555555555556,0.444444444444444
"3095",23544,3,5,15,0,8,24.2496739175009,10.7857142857143,0.001433282,"AM","Brazil",0.375,0.625
"3096",23545,0,9,15,0,9,24.4715942120207,6.92857142857143,0.004063845,"AM","Brazil",0,1
"3097",23546,0,7,14,0,7,25.9613767952159,5.48571428571429,NA,"AM","Brazil",0,1
"3115",23611,2,3,7,9,5,23.2470289563787,6.07142857142857,0.10859039,"AF","Zambia",0.4,0.6
"3130",23693,2,6,3,2,8,23.5706521580617,3.08571428571429,0.002538614,"AS","Indonesia",0.25,0.75
"3132",23695,3,4,3,2,7,25.3300454150939,4.4,0.00161008,"AS","Indonesia",0.428571428571429,0.571428571428571
"3137",23706,0,4,0,0,4,26.7895378606907,8.12857142857143,NA,"AS","Indonesia",0,1
"3138",23707,4,10,0,0,14,26.1696738229282,6.71428571428571,NA,"AS","Indonesia",0.285714285714286,0.714285714285714
"3141",23721,0,6,0,0,6,26.2554982093797,3.75714285714286,0.014555475,"AS","Indonesia",0,1
"3145",23727,0,6,3,0,6,21.6862409113974,0,0.002850123,"OC","Papua New Guinea",0,1
"3146",23728,0,4,3,0,4,21.9457518279984,0.114285714285714,0.000140075,"OC","Papua New Guinea",0,1
"3148",23862,9,4,4,1,13,12.8500732496545,6.3,0.000215574,"AM","Peru",0.692307692307692,0.307692307692308
"3149",23863,5,2,8,0,7,15.1163644635634,5.0625,0.004455053,"AM","Peru",0.714285714285714,0.285714285714286
"3150",23864,4,17,11,1,21,23.7491758226912,2.4125,0.001372306,"AM","Peru",0.19047619047619,0.80952380952381
"3151",23865,1,4,11,1,5,25.0641849675021,2.0125,0.003174638,"AM","Peru",0.2,0.8
"3154",23868,3,11,11,0,14,25.3473169936365,2,0.000972108,"AM","Brazil",0.214285714285714,0.785714285714286
"3162",23876,1,11,15,0,12,25.9528115342388,3,0.002984516,"AM","Brazil",0.0833333333333333,0.916666666666667
"3163",23877,2,20,15,0,22,25.9441302275046,3.1,0.006234599,"AM","Brazil",0.0909090909090909,0.909090909090909
"3164",23878,0,12,15,0,12,26.0522529319092,3.2125,NA,"AM","Brazil",0,1
"3167",23881,3,4,15,0,7,25.5822893280686,3.025,0.000243998,"AM","Brazil",0.428571428571429,0.571428571428571
"3168",23882,0,5,15,0,5,26.0801098748441,3,1.34e-05,"AM","Brazil",0,1
"3169",23883,0,10,17,0,10,25.6133334058545,3,9.93e-05,"AM","Brazil",0,1
"3174",23888,0,9,25,0,9,25.262124535627,3.925,0.001315178,"AM","Brazil",0,1
"3177",23891,1,7,25,0,8,26.3673626244723,4.0875,0.041935472,"AM","Brazil",0.125,0.875
"3178",23892,7,14,25,0,21,26.4033241581131,4.7125,0.039221272,"AM","Brazil",0.333333333333333,0.666666666666667
"3180",23894,4,13,26,0,17,26.2718864549211,5.4,0.026024736,"AM","Brazil",0.235294117647059,0.764705882352941
"3182",23896,3,10,20,0,13,26.6348534582299,6.0125,0.041259039,"AM","Brazil",0.230769230769231,0.769230769230769
"3183",23897,2,5,20,0,7,27.4789194182162,6.35,0.031506778,"AM","Brazil",0.285714285714286,0.714285714285714
"3187",23901,2,5,16,0,7,25.1463644871345,8,0.005472591,"AM","Brazil",0.285714285714286,0.714285714285714
"3188",23902,4,4,16,0,8,27.2369322612609,7.925,0.000169137,"AM","Brazil",0.5,0.5
"3190",23904,4,3,15,0,7,24.8070512591701,10.55,NA,"AM","Brazil",0.571428571428571,0.428571428571429
"3191",23905,2,6,15,0,8,24.9590293035402,7.125,0.008932704,"AM","Brazil",0.25,0.75
"3192",23906,0,5,14,0,5,25.989779995824,5.75,0.001773744,"AM","Brazil",0,1
"3222",24047,0,8,4,1,8,25.3516210178753,0.7,0.000815556,"AS","Indonesia",0,1
"3223",24048,1,6,3,2,7,22.1654670467307,1.25,0.000559627,"AS","Indonesia",0.142857142857143,0.857142857142857
"3224",24049,0,4,4,1,4,24.422930420362,2.975,3.98e-06,"AS","Indonesia",0,1
"3225",24050,1,3,4,1,4,24.3347161231023,1.3375,0.000172506,"AS","Indonesia",0.25,0.75
"3226",24051,1,8,4,1,9,25.1168040360287,2.8625,0.000884123,"AS","Indonesia",0.111111111111111,0.888888888888889
"3227",24052,0,5,4,1,5,26.6329395250523,4.6375,0.000229213,"AS","Indonesia",0,1
"3228",24053,2,6,4,1,8,27.2169505304469,4.9625,0.000221002,"AS","Indonesia",0.25,0.75
"3232",24081,0,6,0,0,6,26.1993404660906,0.675,0.005962716,"AS","Indonesia",0,1
"3241",24221,8,3,1,2,11,19.3967844072027,9.82857142857143,0.000397597,"AM","Peru",0.727272727272727,0.272727272727273
"3242",24222,3,8,1,1,11,14.7047463715076,5.78571428571429,0.002697704,"AM","Peru",0.272727272727273,0.727272727272727
"3243",24223,2,7,11,0,9,15.3567391154559,3.9,0.001306419,"AM","Peru",0.222222222222222,0.777777777777778
"3247",24227,0,4,11,0,4,25.3963951717252,0.771428571428571,NA,"AM","Brazil",0,1
"3256",24236,0,7,15,0,7,25.9897555112839,2.84285714285714,NA,"AM","Brazil",0,1
"3258",24238,1,17,15,0,18,26.1046557773714,2.95714285714286,1.33e-06,"AM","Brazil",0.0555555555555556,0.944444444444444
"3259",24239,0,16,15,0,16,25.9458427214968,2.54285714285714,NA,"AM","Brazil",0,1
"3264",24244,0,5,19,0,5,25.3124184955721,3,0.000312824,"AM","Brazil",0,1
"3269",24249,4,5,24,0,9,25.191784371846,4,0.023651354,"AM","Brazil",0.444444444444444,0.555555555555556
"3271",24251,3,9,25,1,12,26.0677174512891,4.24285714285714,0.0047454,"AM","Brazil",0.25,0.75
"3272",24252,2,14,25,0,16,26.5833333703055,4.05714285714286,0.009219083,"AM","Brazil",0.125,0.875
"3273",24253,5,22,25,0,27,26.6307971078417,5.21428571428571,0.013125779,"AM","Brazil",0.185185185185185,0.814814814814815
"3276",24256,1,9,20,0,10,26.3220470958862,6.27142857142857,0.023904874,"AM","Brazil",0.1,0.9
"3278",24258,1,3,19,0,4,27.8605797033379,7,0.018662342,"AM","Brazil",0.25,0.75
"3279",24259,4,3,19,0,7,27.1908333469128,7.47142857142857,0.008615895,"AM","Brazil",0.571428571428571,0.428571428571429
"3280",24260,5,2,16,0,7,25.9253079675246,8.38571428571429,0.000238649,"AM","Brazil",0.714285714285714,0.285714285714286
"3281",24261,3,2,16,0,5,27.3295742561852,8.01428571428571,0.007810381,"AM","Brazil",0.6,0.4
"3282",24262,2,2,16,0,4,27.6541757146517,7.51428571428571,0.000173444,"AM","Brazil",0.5,0.5
"3283",24263,4,2,15,0,6,28.201023530269,8.08571428571429,0.007856911,"AM","Brazil",0.666666666666667,0.333333333333333
"3284",24264,8,3,15,0,11,25.8264402259951,9.85714285714286,NA,"AM","Brazil",0.727272727272727,0.272727272727273
"3285",24265,0,6,15,0,6,25.5171013902927,7.74285714285714,0.004153359,"AM","Brazil",0,1
"3317",24408,2,7,4,1,9,25.9559872935648,2.61428571428571,0.000903346,"AS","Indonesia",0.222222222222222,0.777777777777778
"3328",24446,0,5,3,0,5,17.481612301823,0.542857142857143,0.001319376,"OC","Papua New Guinea",0,1
"3329",24447,0,4,3,0,4,21.1362952598195,0.671428571428571,0.000497933,"OC","Papua New Guinea",0,1
"3338",24584,1,24,11,1,25,24.3140841932087,1.725,0.001157646,"AM","Peru",0.04,0.96
"3340",24586,0,7,11,1,7,25.9797068775792,0,NA,"AM","Peru",0,1
"3341",24587,0,12,11,0,12,25.4816851825505,0,NA,"AM","Brazil",0,1
"3353",24599,0,5,15,0,5,26.0346703936329,2.175,0.000223953,"AM","Brazil",0,1
"3357",24603,0,9,17,0,9,26.1936264004899,3,0.000107883,"AM","Brazil",0,1
"3358",24604,2,5,19,0,7,25.9126098941971,3,NA,"AM","Brazil",0.285714285714286,0.714285714285714
"3359",24605,3,3,19,0,6,25.4153663526961,3.625,0.00034884,"AM","Brazil",0.5,0.5
"3362",24608,1,28,25,0,29,25.572683100648,4,0.002222688,"AM","Brazil",0.0344827586206897,0.96551724137931
"3365",24611,0,5,25,0,5,26.1210531695858,4.15,0.007326463,"AM","Brazil",0,1
"3366",24612,1,3,25,0,4,26.7108149570423,4.3375,0.003090812,"AM","Brazil",0.25,0.75
"3367",24613,2,18,25,0,20,26.7759432305346,5.5125,0.014819894,"AM","Brazil",0.1,0.9
"3368",24614,1,7,25,0,8,26.3110165096465,6.3875,0.021549585,"AM","Brazil",0.125,0.875
"3369",24615,4,14,25,0,18,26.3979395834954,6.7875,0.048406862,"AM","Brazil",0.222222222222222,0.777777777777778
"3370",24616,2,5,20,0,7,26.5181593199789,6.95,0.030375911,"AM","Brazil",0.285714285714286,0.714285714285714
"3373",24619,8,9,19,0,17,27.8313644655458,7.7625,0.01993531,"AM","Brazil",0.470588235294118,0.529411764705882
"3374",24620,8,7,15,0,15,26.3152838967222,8.9625,0.000698847,"AM","Brazil",0.533333333333333,0.466666666666667
"3375",24621,9,6,11,0,15,26.9382875543811,8.6,2.92e-05,"AM","Brazil",0.6,0.4
"3376",24622,6,2,12,0,8,28.2485072937641,7.9625,2.4e-05,"AM","Brazil",0.75,0.25
"3378",24624,11,7,14,0,18,27.2876739823338,9.9375,NA,"AM","Brazil",0.611111111111111,0.388888888888889
"3428",24806,0,4,3,0,4,21.7067582406185,0.2,0.001912569,"OC","Papua New Guinea",0,1
"3436",24941,10,24,2,2,34,15.9245787426666,6.4375,0.001051981,"AM","Ecuador",0.294117647058824,0.705882352941177
"3437",24942,0,14,10,1,14,20.7461355362183,3.325,0.001112789,"AM","Ecuador",0,1
"3438",24943,0,6,12,1,6,24.1476281067391,1.0875,NA,"AM","Peru",0,1
"3440",24945,0,5,11,1,5,25.7785531894628,0,0.003901789,"AM","Peru",0,1
"3441",24946,2,14,11,1,16,25.7771154801924,0,NA,"AM","Peru",0.125,0.875
"3442",24947,3,47,11,1,50,25.5508060074551,0,0.000509553,"AM","Peru",0.06,0.94
"3443",24948,4,8,12,0,12,25.2997529015873,0,NA,"AM","Brazil",0.333333333333333,0.666666666666667
"3446",24951,1,10,12,0,11,25.2446153244256,0.1375,NA,"AM","Brazil",0.0909090909090909,0.909090909090909
"3454",24959,0,4,15,0,4,25.9006778959826,2.0375,NA,"AM","Brazil",0,1
"3455",24960,0,5,15,0,5,26.2838369072575,2.1375,NA,"AM","Brazil",0,1
"3459",24964,3,5,19,0,8,26.045604405211,3.2625,0.000395519,"AM","Brazil",0.375,0.625
"3463",24968,2,4,21,0,6,25.614010983247,4.6375,NA,"AM","Brazil",0.333333333333333,0.666666666666667
"3466",24971,2,5,26,0,7,26.5144872017396,4.725,0.000236902,"AM","Brazil",0.285714285714286,0.714285714285714
"3469",24974,1,4,25,0,5,25.7948534757663,5.9625,0.008595358,"AM","Brazil",0.2,0.8
"3471",24976,3,10,16,0,13,26.9705677579174,6.275,0.003116406,"AM","Brazil",0.230769230769231,0.769230769230769
"3472",24977,1,4,15,0,5,27.3978846233843,6,0.003073996,"AM","Brazil",0.2,0.8
"3474",24979,3,10,15,0,13,28.0688278299548,7.9,0.002499814,"AM","Brazil",0.230769230769231,0.769230769230769
"3475",24980,15,9,14,0,24,26.5978754679362,8.9875,0.001102278,"AM","Brazil",0.625,0.375
"3477",24982,5,4,9,0,9,27.6620879997701,8.0875,3.22e-05,"AM","Brazil",0.555555555555556,0.444444444444444
"3478",24983,4,2,9,0,6,27.2248718289665,8.0125,0.003952715,"AM","Brazil",0.666666666666667,0.333333333333333
"3479",24984,11,6,8,0,17,26.765695984809,8.9625,0.001908208,"AM","Brazil",0.647058823529412,0.352941176470588
"3480",24985,5,2,8,0,7,26.2111534735222,6.5875,NA,"AM","Brazil",0.714285714285714,0.285714285714286
"3482",25033,0,8,0,3,8,24.2439834428794,5.1875,0.000394689,"AF","Angola",0,1
"3509",25060,6,2,3,13,8,25.9291576310392,3.8625,0.001089884,"AF","Kenya",0.75,0.25
"3515",25140,0,4,2,0,4,25.8672709697332,4.35,7.41e-06,"AS","Indonesia",0,1
"3518",25143,1,4,1,2,5,26.6558973698389,4.175,0.000406426,"AS","Indonesia",0.2,0.8
"3524",25162,0,4,3,0,4,19.518479851969,0,0.001364318,"OC","Papua New Guinea",0,1
"3533",25300,8,2,2,1,10,23.3770054970032,9.6,0.03824615,"AM","Ecuador",0.8,0.2
"3534",25301,12,2,3,2,14,17.6084248987746,7.35714285714286,0.002069249,"AM","Ecuador",0.857142857142857,0.142857142857143
"3535",25302,0,8,11,1,8,19.8689926766651,1.08571428571429,NA,"AM","Ecuador",0,1
"3536",25303,5,30,12,0,35,25.0666025388808,0.0285714285714286,NA,"AM","Peru",0.142857142857143,0.857142857142857
"3539",25306,0,9,11,0,9,25.5064195046058,0,NA,"AM","Peru",0,1
"3540",25307,0,17,11,0,17,25.4790476325667,0,NA,"AM","Peru",0,1
"3541",25308,3,27,12,0,30,25.2373625638284,0,NA,"AM","Peru",0.1,0.9
"3542",25309,2,10,12,0,12,25.403251064566,0,NA,"AM","Brazil",0.166666666666667,0.833333333333333
"3543",25310,3,108,12,0,111,25.5819872388036,0,NA,"AM","Brazil",0.027027027027027,0.972972972972973
"3544",25311,0,6,12,0,6,25.6086722683121,0,0.001517957,"AM","Brazil",0,1
"3548",25315,1,27,13,0,28,25.6806407483069,0.0142857142857143,NA,"AM","Brazil",0.0357142857142857,0.964285714285714
"3550",25317,1,5,15,0,6,26.3073717803745,2.07142857142857,0.000356884,"AM","Brazil",0.166666666666667,0.833333333333333
"3551",25318,0,9,15,0,9,26.2029672089951,1.87142857142857,NA,"AM","Brazil",0,1
"3554",25321,2,7,15,0,9,26.5541847459563,2.62857142857143,6.75e-07,"AM","Brazil",0.222222222222222,0.777777777777778
"3556",25323,0,4,17,0,4,26.0822253408886,3.34285714285714,NA,"AM","Brazil",0,1
"3559",25326,0,4,19,0,4,25.4212454062242,4.44285714285714,7.27e-05,"AM","Brazil",0,1
"3568",25335,1,3,19,0,4,27.0441300364204,6,0.013912458,"AM","Brazil",0.25,0.75
"3569",25336,3,2,18,0,5,27.4582325545859,6,0.013189403,"AM","Brazil",0.6,0.4
"3570",25337,1,3,15,0,4,27.5180952005771,6.31428571428571,0.005730839,"AM","Brazil",0.25,0.75
"3571",25338,2,2,15,0,4,28.2554029249883,6.58571428571429,0.006564119,"AM","Brazil",0.5,0.5
"3573",25340,12,17,15,0,29,26.6682875212296,8.5,0.002096596,"AM","Brazil",0.413793103448276,0.586206896551724
"3574",25341,9,6,9,0,15,26.7393131935553,9.04285714285714,0.002484365,"AM","Brazil",0.6,0.4
"3579",25393,1,4,0,4,5,23.9925366284646,4.81428571428571,0.019697455,"AF","Angola",0.2,0.8
"3596",25410,2,5,2,7,7,22.3438919407107,6.91428571428571,0.006840406,"AF","Burundi",0.285714285714286,0.714285714285714
"3605",25419,10,5,6,18,15,23.9787545591047,6.68571428571429,0.013341476,"AF","Kenya",0.666666666666667,0.333333333333333
"3606",25420,10,4,4,15,14,25.688470747008,4.85714285714286,0.007507184,"AF","Kenya",0.714285714285714,0.285714285714286
"3632",25660,18,4,2,0,22,23.5617399668082,10.275,0.003509899,"AM","Ecuador",0.818181818181818,0.181818181818182
"3634",25662,0,8,12,0,8,17.6717399276657,1.35,NA,"AM","Ecuador",0,1
"3635",25663,2,6,12,0,8,24.9749175672566,0,0.00055578,"AM","Ecuador",0.25,0.75
"3636",25664,0,8,11,0,8,25.1125638128637,0,NA,"AM","Peru",0,1
"3637",25665,1,13,11,0,14,25.0746610412668,0,NA,"AM","Peru",0.0714285714285714,0.928571428571429
"3640",25668,0,5,12,0,5,25.3893680128859,0,8.44e-05,"AM","Peru",0,1
"3641",25669,1,12,12,0,13,25.2548716401879,0,0.000996067,"AM","Peru",0.0769230769230769,0.923076923076923
"3642",25670,0,20,12,0,20,25.2082140223884,0,0.000247861,"AM","Colombia",0,1
"3643",25671,0,26,12,0,26,25.4292306807452,0,NA,"AM","Brazil",0,1
"3644",25672,4,16,12,0,20,25.670229114805,0,NA,"AM","Brazil",0.2,0.8
"3650",25678,1,4,15,0,5,26.1435533107855,0.6125,0.000225927,"AM","Brazil",0.2,0.8
"3651",25679,1,21,15,0,22,26.2109157897614,0.9875,NA,"AM","Brazil",0.0454545454545455,0.954545454545455
"3652",25680,0,6,15,0,6,26.5978755236545,1.875,0.000511459,"AM","Brazil",0,1
"3654",25682,0,5,17,0,5,26.8171977734828,3.55,2.73e-05,"AM","Brazil",0,1
"3657",25685,0,16,19,0,16,26.2695421086126,4.6625,NA,"AM","Brazil",0,1
"3660",25688,3,12,19,0,15,26.1467490549053,5.0625,NA,"AM","Brazil",0.2,0.8
"3664",25692,1,3,19,0,4,26.6848809530447,5.475,0.000974028,"AM","Brazil",0.25,0.75
"3666",25694,2,19,19,0,21,26.4533516000042,5.9625,0.000166171,"AM","Brazil",0.0952380952380952,0.904761904761905
"3667",25695,3,15,19,0,18,27.110613600937,5.7,0.000622911,"AM","Brazil",0.166666666666667,0.833333333333333
"3668",25696,3,8,18,0,11,27.5702653553023,6.075,0.001335653,"AM","Brazil",0.272727272727273,0.727272727272727
"3669",25697,1,6,15,0,7,27.5100365539173,6.9125,0.00098507,"AM","Brazil",0.142857142857143,0.857142857142857
"3670",25698,0,4,15,0,4,27.8529579251677,6.975,0.000967486,"AM","Brazil",0,1
"3672",25700,13,11,14,0,24,27.1982050766438,7.575,0.001489114,"AM","Brazil",0.541666666666667,0.458333333333333
"3673",25701,6,5,9,0,11,26.8213003438034,7.6875,0.004462063,"AM","Brazil",0.545454545454545,0.454545454545455
"3674",25702,9,5,7,0,14,26.3628205252218,5.9375,0.000879492,"AM","Brazil",0.642857142857143,0.357142857142857
"3676",25752,1,5,0,4,6,24.0190475942451,4.7875,9.74e-05,"AF","Gabon",0.166666666666667,0.833333333333333
"3694",25770,4,8,3,4,12,20.1121977890804,5.35,0.002193416,"AF","Burundi",0.333333333333333,0.666666666666667
"3702",25778,6,0,6,16,6,21.1231868144053,7.65,0.007523963,"AF","Kenya",1,0
"3703",25779,5,3,6,17,8,23.8538095258531,7.525,0.034840704,"AF","Kenya",0.625,0.375
